1.003207621568798e-5	0.0005111994817928223	0.00668769320906291	0.03785639146066309	0.11505094526171061	0.21085364915140709	0.2502396224065033	0.20159009126310154	0.11387930094995559	0.04615829416804955	0.013643536835414536	0.002973970892395985	0.00048152300255227065	5.813953216819052e-5	5.240137541468972e-6	3.519676750915645e-7	1.7541996178223264e-8	6.441983561568895e-10	1.7258375118824627e-11	3.328585721321496e-13	4.543123704217187e-15	4.29327869713749e-17	2.7320079391495982e-19	1.1297270634548985e-21	2.898832552625558e-24	4.34223495614584e-27	3.4938680547062264e-30	1.341740487153491e-33	2.057905361260987e-37	9.400022759212034e-42	7.3104439016305565e-47	2.3361011776058423e-53
6.840889469361648e-7	6.0670762395103144e-5	0.0012599012575793705	0.010802171833164599	0.04827359257848657	0.1274248023654858	0.21449731423275908	0.2422253041977694	0.1900543034666278	0.10621727609508641	0.04303958471300713	0.012802343072280023	0.0028186872116547444	0.00046156786034262204	5.6318349184316375e-5	5.1155027836038574e-6	3.446588905532699e-7	1.7116241360145465e-8	6.207716801746079e-10	1.6237752542935936e-11	3.013684846176183e-13	3.886368671588092e-15	3.3902565778793315e-17	1.9330212880047578e-19	6.889200439125037e-22	1.4465836631168303e-24	1.650933850359932e-27	9.131562896844094e-31	2.0594419292686163e-34	1.4248355989617452e-38	1.7589387669342525e-43	9.782861775922311e-50
5.798270173633913e-8	8.162749077214076e-6	0.0002491812486115777	0.0030202011526386466	0.018614616070679973	0.06660681800013088	0.15005595896386514	0.22457330726715694	0.2317323633486766	0.1692899752356443	0.08923448407743297	0.03439761601641066	0.009785442881635178	0.002065907640647467	0.0003244945971262796	3.7908837334842464e-5	3.2840390593602666e-6	2.0975958524281906e-7	9.793265361017308e-9	3.302655578310388e-10	7.920086392639059e-12	1.3235803755864706e-13	1.5019914252973522e-15	1.1194343304191898e-17	5.246880382804615e-20	1.4601017980194251e-22	2.230159485837594e-25	1.6721360880558293e-28	5.201106307985639e-32	5.086943062302657e-36	9.231338885201341e-41	8.149876181873611e-47
5.286383387303147e-9	1.1272191429726142e-6	4.8644439765544276e-5	0.0008047223458984815	0.006620924048089789	0.031138593082179228	0.09115052738829858	0.17569622416804279	0.2318947990439818	0.21550656259995182	0.14388028562694488	0.0700083353911152	0.025072926202327917	0.006650928433824574	0.0013107898379344373	0.00019198707121102706	2.0846388856092196e-5	1.669360985118804e-6	9.779354487159371e-8	4.143742773188121e-9	1.25101509777866e-10	2.6389780896805287e-12	3.793082024664416e-14	3.596237318454777e-16	2.1560106870892508e-18	7.727361609969126e-21	1.5335913905131628e-23	1.5113363803076396e-26	6.2753734763023944e-30	8.377087807279172e-34	2.1490515077576522e-38	2.8737225854493473e-44
4.919237091473945e-10	1.5423928938714025e-7	9.179933626191736e-6	0.00020272472815796263	0.0021811382897138024	0.013222382414739426	0.04936076969720217	0.12034912686398914	0.19963876943858122	0.23199685663256572	0.19290323897655803	0.11652635891380218	0.051683029627329805	0.016947222514991013	0.004123559864742079	0.0007450934607749355	9.978434510912206e-5	9.85783095425027e-6	7.129585427706016e-7	3.734394477792791e-8	1.3962348420564596e-9	3.656519561983738e-11	6.545472141763759e-13	7.760055239719826e-15	5.847102929427447e-17	2.6508114866965086e-19	6.7091774655468935e-22	8.522497567653004e-25	4.627530154820307e-28	8.246261026296723e-32	2.917631974279235e-36	5.73688426159719e-42
4.550877197712949e-11	2.0551607407442238e-8	1.6580994529546898e-6	4.8127526133641024e-5	0.0006674460159651642	0.005144783642450949	0.024175673197735396	0.07362334160195902	0.15162071355803658	0.2176956040180369	0.22279423308799676	0.16515023056517947	0.08967744435303297	0.035938633038165926	0.010674371546207798	0.002352781924657573	0.00038426714759572523	4.630769065031632e-5	4.088302505437366e-6	2.617138469517588e-7	1.1979680394958165e-8	3.8498627263171e-10	8.482330470048744e-12	1.242490077746488e-13	1.162277755333852e-15	6.58148595871104e-18	2.0967837676463704e-20	3.386692072066246e-23	2.370304898826402e-26	5.551723283736279e-30	2.6626954657490742e-34	7.540853348268589e-40
4.120165998968432e-12	2.6391150778119963e-9	2.8496385599091916e-7	1.0747275475783188e-5	0.0001900785006050888	0.0018442645529927494	0.010803713330383062	0.04071237380281001	0.1031482246808696	0.1813617804730097	0.22646732954092258	0.20423723647598643	0.13462484884493472	0.06538362069546308	0.023508030762426673	0.006267999041184227	0.0012381038376056842	0.0001804887959902621	1.9288864854140776e-5	1.496427756532627e-6	8.314967384956463e-8	3.2509829352242514e-9	8.73957143493758e-11	1.5676920908102471e-12	1.804139376093794e-14	1.2641556292529535e-16	5.0207500574615555e-19	1.0207747485885991e-21	9.111091981897945e-25	2.7728071672454035e-28	1.7798361579975072e-32	7.149438867351606e-38
3.611793748967506e-13	3.243031014257762e-10	4.640767273008826e-8	2.2542223231870915e-6	5.043002005663435e-5	0.0006111605186996944	0.004430181795426194	0.02051057467336964	0.06348584584398763	0.13576647102979805	0.2054707271634566	0.2239585786261346	0.17803733852279696	0.10411452462150231	0.04502285167785955	0.014429016198550599	0.0034250146342504595	0.0006001318283804963	7.713961687796885e-5	7.205814067104014e-6	4.828819081806712e-7	2.2818308754952384e-8	7.434581711353372e-10	1.6220296026530823e-11	2.2805092767597755e-13	1.9632029955056656e-15	9.648275402430916e-18	2.450117634317979e-20	2.766210510715448e-23	1.0842584571703003e-26	9.223598980096499e-31	5.1937003586212154e-36
3.041266362570275e-14	3.7928459638840894e-11	7.137962322631302e-9	4.4348734501259677e-7	1.2469441059321234e-5	0.00018760923267762796	0.001673064891246235	0.009463086625064707	0.03558959413722988	0.09207683106276736	0.16800700371165433	0.2201853680305134	0.21002229371728737	0.14713689335709337	0.07614305135335785	0.029184039283937663	0.008283074666192025	0.0017357501356391075	0.000266996175806731	2.9879035410118637e-5	2.402470183401364e-6	1.3650351939264473e-7	5.362120007471849e-9	1.4153064174550214e-10	2.4177683126480624e-12	2.5427976153092813e-14	1.5374061012208616e-16	4.846931871042849e-19	6.877626177783349e-22	3.4481502530439406e-25	3.857661655947865e-29	3.017054801276436e-34
2.4439627992776936e-15	4.202597828512268e-12	1.033841535325806e-9	8.171201073956884e-8	2.8728925131936105e-6	5.340482604256376e-5	0.0005832194155547064	0.004012209569542837	0.01825515557836797	0.056896677273331094	0.12464618783270187	0.195616285221425	0.22297559258666919	0.1863916062051309	0.11497127872460904	0.05249153978539593	0.01774317746035563	0.004429062962908619	0.0008120523052555376	0.00010843222629951719	1.0418979554383263e-5	7.088852923391395e-7	3.343364449717224e-8	1.0630940904075053e-9	2.197088843923248e-11	2.810453079578923e-13	2.0808751983386732e-15	8.10547098970943e-18	1.43819452826032e-20	9.172552119604933e-24	1.341390539853424e-27	1.446527843144301e-32
1.8637618674995783e-16	4.39348712190789e-13	1.4059635626552296e-10	1.4074899507230478e-8	6.163046016595419e-7	1.4101113371253164e-5	0.00018789290250561687	0.0015666055163061309	0.008593719509988147	0.03215863557846916	0.08430865086784942	0.15792511012910596	0.2144287615976754	0.21319695844536543	0.15625096471017624	0.08471039795135807	0.03399425718213246	0.010076276524756868	0.0021950828606049815	0.00034862155285449517	3.9902542943309275e-5	3.2404430691251192e-6	1.828919454309225e-7	6.982286046836025e-9	1.739775240092823e-10	2.697239469082634e-12	2.436658705888386e-14	1.1682177261847714e-16	2.5815455711800893e-19	2.0854110376267788e-22	3.967210841708728e-26	5.864790940061176e-31
1.3417554752458122e-17	4.3162237999682667e-14	1.7899582489681292e-11	2.2618665155478215e-9	1.2295700483419047e-7	3.452246929194908e-6	5.59645415211171e-5	0.0005639629902512754	0.0037197645574065835	0.016668511903446193	0.05215841637368182	0.11631707080973303	0.18765254345016838	0.2213555460141023	0.19227656958039185	0.12347352272479516	0.058679996940408284	0.020602411782955205	0.005319406252111103	0.001002315528660932	0.0001363107002506288	1.3178736728468267e-5	8.878038171894439e-7	4.058681790882694e-8	1.2159727327543965e-9	2.2784451331764897e-11	2.5041935887524406e-13	1.473287724980734e-15	4.04184608061605e-18	4.121397239936926e-21	1.0160435621221501e-24	2.0497043600656476e-29
9.072761938159422e-19	3.9686901535750555e-15	2.1265757529857997e-12	3.383047198436009e-10	2.277523555757248e-8	7.828737031528697e-7	1.5405970716204144e-5	0.000187231885119887	0.0014817611652139476	0.007934781342792765	0.029576178620059155	0.07836827181104869	0.1499268236736423	0.2094158206134118	0.21517952976159238	0.16336014287753012	0.0917645531479618	0.03808909129975509	0.011633254155856863	0.0025955936991845763	0.00041859137289761183	4.8085402542094036e-5	3.858655542599197e-6	2.1080426054370765e-7	7.577950573747316e-9	1.7124566819466539e-10	2.2847315733365513e-12	1.6456410258823836e-14	5.591081498326187e-17	7.17734226059324e-20	2.2862632067467395e-23	6.271655908489666e-28
5.732713111376694e-20	3.4009642574215057e-16	2.3495109417262694e-13	4.6962532398583285e-11	3.9082257684314445e-9	1.6418604252134127e-7	3.915606171325534e-6	5.729889352653918e-5	0.0005432510717363622	0.0034711244607696493	0.015388852113629685	0.048377388497481535	0.10959120103263409	0.18099708504629028	0.21968169081598188	0.1968857139891513	0.1305370830251889	0.06396387313626432	0.023076299860275026	0.006087898665553758	0.0011625594545434002	0.00015844412493187544	1.5122647835840588e-5	9.857891881983598e-7	4.245339168802112e-8	1.1551455465050195e-9	1.8677455213307738e-11	1.6441649634414174e-13	6.905250244533995e-16	1.1137663498706965e-18	4.574023621848721e-22	1.7017218686681343e-26
3.3667265257395278e-21	2.7039141717449607e-17	2.4046425015282816e-14	6.030853481769709e-12	6.196263737948591e-10	3.177557914154997e-8	9.17324022823821e-7	1.6145235824042327e-5	0.00018318325219318567	0.0013951139316250008	0.007348935026039471	0.027381350024293805	0.07337424260697098	0.14314307459368997	0.2050175824140767	0.21669846711055754	0.16940884768133496	0.09789969228257298	0.04167841857751902	0.012988030175564299	0.002933908429949752	0.00047391644347410776	5.3744269978929416e-5	4.175828906114784e-6	2.1520782299717347e-7	7.042985015871405e-9	1.378492103963058e-10	1.4812861333460662e-12	7.680614556257963e-15	1.554407433112173e-17	8.217720911747358e-21	4.138898409340628e-25
1.827203313193549e-22	1.98449610746109e-18	2.269877676836682e-15	7.137344104297867e-13	9.046639470066575e-11	5.659157417920637e-9	1.9763068601720187e-7	4.180873766072689e-6	5.673092043516603e-5	0.0005146696594762194	0.0032192697035671467	0.01420761797063577	0.045009866214934725	0.10365962272843776	0.17509541722541647	0.2181376858518154	0.200964154114425	0.13688473786622005	0.06872730633573258	0.025283463810138136	0.006752078993531285	0.001291891962360382	0.00017396851261901832	1.610148770958196e-5	9.924137332516958e-7	3.9037547577594076e-8	9.242795755905272e-10	1.211543306285451e-11	7.749889076352827e-14	1.9663929243881918e-16	1.3370615863940066e-19	9.106743546417999e-24
9.106743546417999e-24	1.3370615863940066e-19	1.9663929243881918e-16	7.749889076352827e-14	1.211543306285451e-11	9.242795755905272e-10	3.9037547577594076e-8	9.924137332516958e-7	1.610148770958196e-5	0.00017396851261901832	0.001291891962360382	0.006752078993531285	0.025283463810138136	0.06872730633573258	0.13688473786622005	0.200964154114425	0.2181376858518154	0.17509541722541647	0.10365962272843776	0.045009866214934725	0.01420761797063577	0.0032192697035671467	0.0005146696594762194	5.673092043516603e-5	4.180873766072689e-6	1.9763068601720187e-7	5.659157417920637e-9	9.046639470066575e-11	7.137344104297867e-13	2.269877676836682e-15	1.98449610746109e-18	1.827203313193549e-22
